item_id,item,label
'503866345822244864',"Â_ USA 592 Earthquake Earthquake rattles, doesn t wreck Napa wineries news24lhot Georgia USA Augusta-Richmond... http://t.co/S8EMU5FrXH",Infrastructure and utilities
'503866373961809920',â€¢ â€¢ Earthquake #Earthquake California Earthquake San Francisco 428 â€¢ Northern California Struâ€_... http://t.co/WG0ufzf2W1 #Earthquake,Other relevant information
'503866427322159104',WCVB Boston: California quake: Recovering after 6.0 tremor. http://t.co/9LgBex6FSc,Other relevant information
'503866453280317440',I don't know. CALIFORNIA. if u had a winery the first thing I'd do is make the wine storage earthquake proof.  But that's just me.,Not related or irrelevant
'503866484461170688',"NOW: Possible #Timmies, #BurgerKing merger, #Ottawa stabbing, Ottawa drowning, #Napa #quake LISTEN: http://t.co/wiW3aVkxBG  #Ottnews",Not related or irrelevant
'503866526676819969',California quake damages historic buildings - http://t.co/bTKumsLzgf #News,Infrastructure and utilities
'503866614161211392',"California wine country rocked by 6.0 quake, dozens hurt - Reuters: ReutersCalifornia wine country rocked by 6... http://t.co/MdNt9Ibdqz",Other relevant information
'503866635745099776',90% Of CA Homes Don't Have Quake Insurance. There Are Reasons http://t.co/mo4N9W8iv1,Infrastructure and utilities
'503866707568373760',Earthquake Mag 2.8 Saturday 8/23/14 8:24pm UTC Central California #PocketWeather http://t.co/Ns8PlEEKfS http://t.co/vu3AD86L36,Other relevant information
'503866815203012608',California begins quake clear-up http://t.co/doxn3OaY14,Infrastructure and utilities
'503866885629554688',Napa Valley Wineries Picking Up the Pieces After Earthquake... http://t.co/YhNpHSj9gP,Infrastructure and utilities
'503866910166253568',B.R. Cohn Winery after Napa earthquake. http://t.co/ANvGM0L1Me http://t.co/gjruEZw3mD,Infrastructure and utilities
'503866926330679296',Scores injured in magnitude 6.1 #NapaQuake -&gt; http://t.co/6ePr1rkktR #earthquake,Injured or dead people
'503867001794600960',N. California Earthquake Damage Could Reach $1B http://t.co/dmPGYSYbID,Infrastructure and utilities
'503867092547141632',"Disaster News: PG&amp;E says over 20 #gas-distribution outages remain after Sunday's mag 6.0 #Earthquake near #Napa, California.",Infrastructure and utilities
'503867097060225024',M-C: CA 'Quake knocks Napa stations off-air. http://t.co/g0Kv1IgSME,Infrastructure and utilities
'503867402023481345',"3 Critically Injured and 120 Sent to Hospital, After 6.0 Quake Rattles California's Napa Region http://t.co/ScSeLJYVYv via @mashable",Injured or dead people
'503867406323056640',Â_ USA http://t.co/SutuktkvTx 823 earthquake The Bay Area just got hit with its largest earthquake in 25 years janinebucks Alabama USA Montgâ€_,Other relevant information
'503867483795619840',6.0-magnitude quake shakes San Francisco; largest Bay Area quake since 1989 - Dallas Morning News http://t.co/n6jLWLk5XF #BayArea,Other relevant information
'503867552536489985',"my home away from home on many occasions &gt; please let the damage be buildings, not people. http://t.co/2uvLyBZgJc #earthquake #sonoma #napa",Sympathy and emotional support
'503867580495327232',California earthquake: Kids skateboard on fissured streets as clean-up operation begins http://t.co/IPA335aSUB,Other relevant information
'503867657628962817',That San Francisco earthquake was much worse that I imagined.  Hope everybody's OK!,Sympathy and emotional support
'503867696455647232',Earthquake in California.... Sweet,Not related or irrelevant
'503867814705659904',New list of things to blame Obama for: #Ebola #Golfing #Methane #BÃ¡rÃ°arbunga #Netanyahu #NapaQuake #OccularOrbit #Yazidis #CAdrought â€“ #tcot,Not related or irrelevant
'503867893038473216',The 1989 earthquake in San Francisco California was fucking crazy...,Other relevant information
'503867895240073217',Earthquake Rocks Napa Valley: http://t.co/bc4Et4JCiB via @YouTube,Other relevant information
'503867944213184512',Billions of dollars of wine rocked in California earthquake: http://t.co/Px7LolIbK0,Infrastructure and utilities
'503868013762715649',California quake: Recovering after 6.0 tremor http://t.co/kpnsSOPcXc,Other relevant information
'503868106041610241',What Napa Looks Like After the Quake http://t.co/ioEyDyToUW via @mashable,Other relevant information
'503868128103653376',"#Detroit #News Earthquake's timing left many fumbling in dark in California's wine country: Napa, Calif. â€” A p... http://t.co/ANtz7l0NMj",Infrastructure and utilities
'503868153253089280',"California quake; journalist freed in Syria; more news you should know -- This morning from CBS News: Aug. 25, 2014 - http://t.co/zc6zKax2tH",Other relevant information
'503868161159331840',From Sunday: Sonoma Raceway escapes earthquake damage; http://t.co/TSZjgsHIHE  #nascar,Infrastructure and utilities
'503868170290331648',Pretty interesting "event" study using "big data"... https://t.co/Om7HE2ueQA,Other relevant information
'503868176086478849',Our extensive coverage of the #napaquake from @NBCNightlyNews -- http://t.co/mOHvGFXc6j http://t.co/pwVGNCrBcL,Other relevant information
'503868183518797824',"Napa earthquake: Residents, many of them seniors, flee from devastating mobile home fire #SanFrancisco http://t.co/Ma6FZ5zJ7G",Infrastructure and utilities
'503868275726376960',â€˜UNITED STATES: â€˜ Napa Valley Suffers Worst Earthquake Since October 17 1989 As Residents Remember â€˜:... http://t.co/HScaD54MEb #ANS2014,Other relevant information
'503868704782708737',"Some interesting #mathchat (I know, it's early for that!) from @Christina_Loren who breaks down #napaquake in TNT equivalent @nbcbayarea",Other relevant information
'503868821736681472',Some Napa Valley wineries hit hard by earthquake http://t.co/rP70YRjxW3 #CNN #USA,Infrastructure and utilities
'503868861427769344',"#Napaquake unleashes tsunami of wine, via @sfgate: http://t.co/zlkeYbCWiS  http://t.co/4b3WciJbJq",Not related or irrelevant
'503868877185380352',"Violent quake rocks Bay Area: Are more aftershocks to come? -  Bridewell, who said he had to climb over fallen... http://t.co/cjUedSmsUL",Other relevant information
'503868977496752128',Earthquake's timing left many fumbling in dark in California's wine country http://t.co/YaWUFJ7TCw,Other relevant information
'503869044077129728',A Real-Time Sleep Chart Shows The Napa Valley Earthquake Woke Up Almost Everyone There: http://t.co/VTODs6G8Qh via @businessinsider,Other relevant information
'503869050322038784',"120 injured, 3 critical after Napa, California quake http://t.co/9DdnvSFSsi via @wusa9",Injured or dead people
'503869051161296896',Scientists: Napa quake should be a 'wake-up call' http://t.co/IavJft2yVv,Other relevant information
'503869162360274945',Billions of dollars of wine rocked in California earthquake http://t.co/WaE1YtKxY8,Other relevant information
'503870722092310528',"At it's peak 70,000 customers were without power from the #Napa Quake @CBSSacramento @GoodDaySac",Infrastructure and utilities
'503870730308972544',RT @SeismoSocietyAm: IRIS has posted  a Teachable Moment presentation on the South Napa California earthquake. http://t.co/aNmaGIJUhz,Other relevant information
'503870731831111680',Strong 6.0 #California #EarthQuake Surprises as it Hits #Napa #Vineyards #Retailers #Businesses #Homes  http://t.co/cOW9tiqLLS $TVIX #VIX,Infrastructure and utilities
'503870746134077440',"Happening Monday: News on @MTV, @BurgerKing and @TimHortons, the Napa earthquake, Ferguson, @Roche, and @NBCNews: http://t.co/WgzJrz9PP3",Other relevant information
'503870766387953664',A Real-Time Sleep Chart Shows The Napa Valley Earthquake Woke Up Almost Everyone There http://t.co/bzAY6Itzfs  #bpulse #tech,Other relevant information
'503870772213870592',Major cleanup after earthquake in California: http://t.co/E2vcOt8D5u #CBS4Mornings,Infrastructure and utilities
'503870779709460481',RT @MobilePunch: California begins clear-up after San Francisco quake http://t.co/PUcsutFDZC,Infrastructure and utilities
'503870846172401664',Damages from Northern California Earthquake Could Reach $1 Billion http://t.co/CaCsZNxAmc #NationalNews http://t.co/axVa3DQ3Qa,Infrastructure and utilities
'503870909900685312',"â™_ http://t.co/EwX7SepzpZ 8 â™_ earthquake â™_ Dozens injured, 3 critically, after strong earthquake in California http://t.co/t4dKZWu3vp",Injured or dead people
'503870913818152960',Massachusetts USA Cambridge Â» http://t.co/mpuIVzhInI  #earthquake 14 The Bay Area just got hit with its largest earthquake in 25 years eartâ€_,Other relevant information
'503871018448867328',#California Lacks #Earthquake #EarlyWarningSystem #News http://t.co/JJaR8PFFOw,Other relevant information
'503871125491699713',Downtown #napa shut down for fear of further collapse.  Too dangerous for clean up.  33 bldgs red tagged. #napaquake http://t.co/kSQXIzt8Vr,Infrastructure and utilities
'503871312536682497',McCain Used The Bay Area Earthquake To Blast Obama's Foreign Policy http://t.co/R2k2NePcD7 @cspanwj #tcot #p2 @gop #uniteblue #libcrib,Other relevant information
'503871361488809984',Wishing all my Californian friends blessing &amp; I hope you all are safe. #GodBless you all. #earthquake #napa,Sympathy and emotional support
'503871574731395073',RT @Cal_OES: How many aftershocks have been documented after the #NapaQuake?........,Not related or irrelevant
'503871631421612034',Strongest Earthquake In 25 Years Rocks California's Wine Country http://t.co/SN35M5rvku #EMM,Other relevant information
'503871766653976577',MT @PoloSandovalCNN: Bldgs in #Napa red tagged/roped off after y'day's quake. http://t.co/bSpHf7e6nY LIVE thru 3pET http://t.co/Z9JF53vN3I,Infrastructure and utilities
'503871841740414977',"Magnitude 1.4 #earthquake, 18.6 km NW of Mammoth Lakes, CA http://t.co/zRxwoJ7NBJ",Other relevant information
'503871869532246016',RT @earthquakesfeed: Top Stories: California earthquake: Bay area picks up pieces after strongest quake in 25 years - CNN: CNNCalif... httpâ€_,Infrastructure and utilities
'503871989778763777',6.0 earthquake shakes California wine country http://t.co/1wAUyiAMc3,Other relevant information
'503871994497363968',A 6.0-magnitude #earthquake hits the San Francisco Bay Area. - http://t.co/00KYkRNASB http://t.co/gK5h0NC0FF,Other relevant information
'503872042283048961',"Before Twitter...and Christ too. MT @johnseach: 6.0 California quake 90 km SSE of Clear Lake volcano. Previous eruptions 10,000 years ago.",Other relevant information
'503872245820039168',"RT @ShakingEarth: #Earthquake #Napa Valley, #California - many injured (none life threatening) and  damage - http://t.co/adzPXtGtEE - http:â€_",Injured or dead people
'503872290614833153',images of the #napaquake   http://t.co/lCs6ePT0VU http://t.co/FluSdkGDtZ,Other relevant information
'503872457284280320',Napa district atty's also suffered quake damage as pieces of the ceiling came crashing down. @kron4news http://t.co/o4QGjFRDlO,Infrastructure and utilities
'503872460111228929',Great article from @Jawbone about how the SF earthquake affected people's sleep https://t.co/UsU3P0oCi4,Other relevant information
'503872462572879872',San Francisco Bay Area assessing damage after large quake #jobs #news #career #jobsila # http://t.co/q2gTtML29X,Infrastructure and utilities
'503872506974179328',Top stories today-#MichaelBrown's Father asks for day of silence-CA Wine Country hit w/6.0 Quake-U.S Journalist freed http://t.co/956HR2MpuN,Other relevant information
'503872580957126658',Photos: Quake Rattles Northern California http://t.co/TU0k0aFlpX via @WSJ,Other relevant information
'503872975917965313',California hit by strong 6.0-magnitude quake - Bubblews http://t.co/7UTuDeJDpV via @GoBubblews,Other relevant information
'503872978119962624',By the Numbers: Napa Earthquake's Impact http://t.co/NiZGEK5m3r via @nbcbayarea,Other relevant information
'503873045098803200',#ChristianPost North California Quake: 160 People Injured in Area's Strongest Earthquake in 25 Years http://t.co/HaDwKM1kVP,Injured or dead people
'503874511435870208',#Photos of the damage caused by Sundayâ€™s frightening #NapaQuake -&gt; http://t.co/GB5K7SuVEc,Infrastructure and utilities
'503876231935569920',"The oldest commercial building in #Napa a former brothel, brewery and most recently a wine tasting room #napaquake http://t.co/EGsNxxXBAg",Infrastructure and utilities
'503880239911825409',Photos of the #earthquake in #napa http://t.co/LhegXYyTSU http://t.co/UdoxIgQbAZ,Other relevant information
'503880621656010752',PG&amp;E search for natural gas leaks after Northern California quake http://t.co/ofV7ldSQ1K via @SFGate,Infrastructure and utilities
'503881266220240896',â€œ@WTOP: Photos of the #earthquake in #napa http://t.co/sG3X9mDdIm http://t.co/AcOSumcpLPâ€ù NOOOOOOOO,Other relevant information
'503881740294029312',Napa picks up the pieces after quake http://t.co/VkbXpZblDn via @USATODAY,Infrastructure and utilities
'503882088169627649',"3 Critically Injured and 120 Sent to Hospital, After 6.0 Quake Rattles California's Napa Region http://t.co/6ScLIQMmsM",Injured or dead people
'503884812747567104',"RT @CBCAlerts: Dozens of buildings unsafe after #Napa, #California quake. More than 60 aftershocks recorded. 172 sent to hospital: http://tâ€_",Infrastructure and utilities
'503886618538045441',California begins repairs after Sunday's 6.0-magnitude earthquake. http://t.co/3e0eGlU5dL,Infrastructure and utilities
'503887074442096641',Napa picks up the pieces after quake http://t.co/JJKnPOcvnF via @USATODAY,Infrastructure and utilities
'503888762368049153',Quake Jolts California Wine Region http://t.co/CIWy6NRXH9 via @WSJ,Infrastructure and utilities
'503889349046325248',California winemakers cleaning up after quake http://t.co/qAwZnOI6KC via @YahooNews,Infrastructure and utilities
'503890296510226432',New Pics From The California Earthquake. | Scotty Mac on DOWNTOWN RADIO 97.7 http://t.co/3rKkjW7KJf via @DowntownRadio97,Infrastructure and utilities
'503891402950860800',"California earthquake aftermath: Buildings destroyed, over 100 injured http://t.co/E8nQQE8fky #BestOfYouTube",Infrastructure and utilities
'503892181262684161',My first earthquake was a 6.1. San Francisco you were my first.,Not related or irrelevant
'503892296123695104',"3 critically injured, 87 treated at hospital after strong, damaging California #earthquake http://t.co/qCZeNIJaZc",Injured or dead people
'503893315570257920',California earthquake: Bay Area picks up pieces after strongest quake in 25 years http://t.co/QcluqSBMJk,Infrastructure and utilities
'503894692845469698',California Quake Crumples Buildings as Scores Are Hurt http://t.co/qOrEJaByim via @BloombergNews,Infrastructure and utilities
'503894916590608384',RT @MrNewsMan_: California earthquake: Bay area picks up pieces after strongest quake in 25 years http://t.co/MCmcdnTnl1 #teamfollowback,Infrastructure and utilities
'503894981354864642',Numerous Buildings Uninhabitable After Bay Area Earthquake http://t.co/Nskztjkoh2 via @theblaze,Infrastructure and utilities
'503895109671219201',#Napa on my mind - 2009 Louis M. Martini #CabernetSauvignon #wine http://t.co/vtQt3vdqRc via @wordpressdotcom #napaearthquake #napaquake,Other relevant information
'503895929632464897',3 people critically injured after 6.0-magnitude California quake http://t.co/KjbuVkWlij,Injured or dead people
'503897083418771456',California quake damages historic buildings http://t.co/AlxYbwDgxq,Infrastructure and utilities
'503898115389550593',RT @CNNVideo: A strong #earthquake rattled #California's wine country and damaged historic buildings: http://t.co/dyefdNAFZZ http://t.co/yBâ€_,Infrastructure and utilities
'503898739715895296',#Napa quake/Enki King's Poseidon Vineyard discovery/what I found 8 m away. http://t.co/lduZYVP5bG http://t.co/hNIglm2LSz,Other relevant information
'503898935858315264',VIDEO: Crews Find Fixing #NapaQuake Water Mains a Complicated Process: http://t.co/zncBX4fwYj http://t.co/spvlfxnubx via @kron4news,Infrastructure and utilities
'503899041172684800',RT @CNNVideo: A strong #earthquake rattled #California's wine country and damaged historic buildings: http://t.co/dyefdNAFZZ http://t.co/yBâ€_,Infrastructure and utilities
'503899476344320000',"Grandma in Brazil hears there's an earthquake ""somewhere"" in CA &amp; goes on a Portuguese FB rampage asking if I'm dead.   Nope, still pumpin á_„B",Not related or irrelevant
'503899600080474113',WOOF! California Quake Means Big Damage For Napa Valley Wineries http://t.co/sU1wnwutOf  http://t.co/603yZeMsvL #DroolNews #News,Infrastructure and utilities
'503899964087742464',RT @CNNVideo: A strong #earthquake rattled #California's wine country and damaged historic buildings: http://t.co/dyefdNAFZZ http://t.co/yBâ€_,Infrastructure and utilities
'503900094295330816',"#napaquake Hwy 121 is open at Cuttings Wharf. Damage was done from the quake, but it has been temporarily repaired. Caltrans is monitoring.",Infrastructure and utilities
'503900431836536832',RT @CNNVideo: A strong #earthquake rattled #California's wine country and damaged historic buildings: http://t.co/dyefdNAFZZ http://t.co/yBâ€_,Infrastructure and utilities
'503900618218831872',"USA Â» NEWS Â» http://t.co/3Gr1ZmVSNp HOT NEWS 791 earthquake Three Critically Injured, Almost 90 Treated At Napa Hospital Following 6.0 ... â€_",Injured or dead people
'503900887946113024',RT @CNNVideo: A strong #earthquake rattled #California's wine country and damaged historic buildings: http://t.co/dyefdNAFZZ http://t.co/yBâ€_,Infrastructure and utilities
'503901263587577857',33 businesses condemned in #Napa this morning after Sunday's 6.0 #earthquake,Infrastructure and utilities
'503901534158348288',Strong 6.0-magnitude quake hits northern California http://t.co/WZb9zdsDaE [Sale http://t.co/pdFAPT9xa6 ] #video,Other relevant information
'503902243633233920',"so between the #earthquake in #Napa and the freeze in the #FLX, #wine will be $$$ next year?",Not related or irrelevant
'503902370384715776',"Chicago (IL) Tribune - Local: State of emergency after 6.0-magnitude quake strikes near Napa, California",Caution and advice
'503903062541352961',Jawbone Looks At UP Data To See How Many Were Woken Up By The NapaÂ Earthquake http://t.co/fS5uMfQdXv,Other relevant information
'503903654731341824',USA Â» NEWS Â» http://t.co/LWfI9DFMkj HOT NEWS 550 earthquake Northern California rattled by magnitude-6.0 earthquake. Dozens injured. #earthâ€_,Injured or dead people
'503903685672722432',RT @CNNVideo: A strong #earthquake rattled #California's wine country and damaged historic buildings: http://t.co/dyefdNAFZZ http://t.co/yBâ€_,Infrastructure and utilities
'503903766920183808',California hit with worst quake in 25 years: New images emerge of widespread damage in California. More than 200 people were injured ...,Injured or dead people
'503904032788721664',shared a link http://t.co/7riFBT4LSh,Not related or irrelevant
'503904114418253824',How to make the most fun out of a CA earthquake! http://t.co/PSmFs2pSDL,Other relevant information
'503904423866019840',Over 120 Injured in Napa Quake http://t.co/KshQGbBvot,Injured or dead people
'503904427204702208',"RT @tim: The Napa earthquake woke up 93% of locals and more than half of San Francisco, according to data from Jawbone  https://t.co/hxgksoâ€_",Other relevant information
'503904634873065472',"After Chile, San Francisco, now Peru struck by 6.9 earthquake on Sunday  After Chile, San Francisco, now it hit... http://t.co/J8J9K56Acn",Other relevant information
'503904704649117696',Seismologists warn that Northern California's biggest earthquake in 25 years may mean a bigger one will hit soon: http://t.co/HmmbIZ1kWZ,Other relevant information
'503904714254462977',RT @cnnvideo: A strong #earthquake rattled #California's wine country and caused a state of emergency: http://t.co/62UeM51OLm,Other relevant information
'503904931695185920',"Napa, California earthquake photo gallery http://t.co/orwiJinbEP",Other relevant information
'503904994840817664',RT @SkepticalCelt: Making the best of it #pushlife #skate #NAPA #quake #skateboarding via @nbcbayarea Photo by Jeremy Carroll. http://t.co/â€_,Other relevant information
'503905239087726592',#earthquake clean-up. Here's one #Napa home's kitchen mess. #KOIT pics: http://t.co/1VBB8XAHPU,Infrastructure and utilities
'503905342229467136',RT @nycjim: 6.0 earthquake jolts Northern California. Some power outages reported. Centered near Napa. http://t.co/4KdjK8EplL,Infrastructure and utilities
'503905394599944192',Child critical after being crushed by fireplace in California earthquake http://t.co/7E0oSj5hkA,Injured or dead people
'504261714947604480',RT @EdSheeranTNews: Billions of dollars of wine rocked in California quake http://t.co/LKh61CuOLk,Other relevant information
'504262232251695104',Digital Marketing Consultant 'Lucky' As #Napa Quake Rocks Home http://t.co/ul3QvNYV57 #customerexperience,Not related or irrelevant
'504262286081802240',"Napa Earthquake Renews Calls For Early Warning System To Minimize Future Damage, Injury http://t.co/POPultx1pv #jddci #civ2010 #gouvci",Other relevant information
'504262622447796225',"Barry Martin, the #Napa PIO, is about to speak with Mark and Darya on @kron4news. #NapaQuake #Aftershock #Earthquake",Other relevant information
'504263521849606144',"California USA Daly City Â» http://t.co/vaeRWthRC4  #earthquake 246 Scores of aftershocks from Napa earthquake felt, more on the way earthquâ€_",Other relevant information
'504264948491776000',"Minor mag. 3.2 earthquake  - 8km SW of Napa, California on Tuesday, 26 August 2014  http://t.co/XHdpSF8inn",Other relevant information
'504266643774922754',aftershocks continue after #napa earthquake; residents urged to stay away from damaged buildings due to debris: http://t.co/3sv6P7GhdV,Infrastructure and utilities
'504266724703608833',"Napa Earthquake Renews Calls For Early Warning System To Minimize Future Damage, Injury http://t.co/hyGd6b3XZE #sanfrancisco",Other relevant information
'504267062076637187',"RT @weknowwhatsbest: After today's 6.0 earthquake in San Francisco, Nancy Pelosi has commissioned a team of structural engineers to evaluatâ€_",Infrastructure and utilities
'504267290360418304',"Residents, businesses accessing damage by magnitude-6.0-Napa earthquake http://t.co/xuFhvLx8Oz",Infrastructure and utilities
'504267598448431104',"Belia Ramos, the Vice Mayor of #AmericanCanyon, is speaking with Mark and Darya live! #Earthquake #Napa #NapaQuake Tune in to Channel 4!",Other relevant information
'504268112531689473',"Perhaps California will fund an early warning system for quakes, and winemakers will secure barrel racks. http://t.co/mFwSGqN3V1 #napaquake",Other relevant information
'504268191376637953',RT @RealAlexJones: Researcher Successfully Predicted Massive Bay Area #Earthquake http://t.co/6akRXiBhXa #Napa,Other relevant information
'504269009399717889',RT @MarlaTellez: Early damage estimates $1Billion 70 buildings condemned #napaquake 13yrold boy in critical now STABLE! fractured pelvis- eâ€_,Infrastructure and utilities
'504269382974185472',"Bay Area's 6.0 quake, aftershocks and damage reports http://t.co/vOJEwIaUwl",Infrastructure and utilities
'504269942254886912',"Violent quake rocks Bay Area: Are more aftershocks to come? -  Bridewell, who said he had to climb over fallen... http://t.co/cjUedSmsUL",Other relevant information
'504270975513677824',christian brothers untouched in #napa quake,Not related or irrelevant
'504271130015059968',"ShakeAlert! M 3.0 - 7km SW of Napa, California ~ Map: http://t.co/q4NXNKEfsj ~ #earthquake",Other relevant information
'504272394903515137',"Magnitude 3.9 3km WNW of American Canyon, California #earthquake http://t.co/tLvFQs8jHu",Other relevant information
'504272837927264256',California Quake Means Big Damage For Napa Valley Wineries http://t.co/PR93PFd1Mq,Infrastructure and utilities
'504274968352686081',#Napa earthquake leaves scientists increasingly confident an early warning system could help save lives: http://t.co/rNZTnyQUfG @pspotts,Other relevant information
'504276332574814208',Is the big one coming? #earthquake #wholelottashakin #bayarea #napa #americancanyon #aftershocks http://t.co/xFRiBKaw9C,Other relevant information
'504276822565990400',Napa's Hess Collection's James Caudill on quake damage at winery: http://t.co/3xlvZpZCnP via @HarpersWine,Infrastructure and utilities
'504277259067203584',Too close for comfort #earthquake #bayarea #napa #americancanyon #aftershocks http://t.co/EFyraVMZ0J,Other relevant information
'504277309478551552',Fitness Trackers Show How Many People Woke Up During the Bay Area Quake via @Wired http://t.co/fxueVc2Rgl,Other relevant information
'504277456052711424',California USA Bakersfield ##earthquake BREAKING NEWS 68 earthquake Napa earthquake of 2014 janinebucks USA http://t.co/8D5jSRc0EN,Other relevant information
'504278069717135360',CA Governor @JerryBrownGov joins @KGOMorningNews to talk about aid for areas hit by Sunday's quake.  Tune in to @KGORadio at 8:37 AM.,Other relevant information
'504278171781713921',Uh-oh. Wineries damaged in CA earthquake http://t.co/xqIRC3Y7wQ #liberallogic #tcot #uniteblue #pjnet #teaparty #libcrib,Infrastructure and utilities
'504278262269624320',"3.9M aftershock rattles #Napa, #earthquake  http://t.co/2VgWvtNyzg",Other relevant information
'504278354410090498',Earthquake Warning Systems Exist. But California Won't Pay for One. #Earthquakes #California #ShakeAlert... http://t.co/TlnHVZXmmr,Other relevant information
'504280048946675714',"3.9M aftershock rattles #Napa, #earthquake  http://t.co/HedwC6iewO via @NorthBayNews",Other relevant information
'504281569385672706',"In Latest California #Earthquake, Shake Alert Tests Its Legs via @npratc http://t.co/dBjomIXUh5",Other relevant information
'504282142197956608',Check out Earthquake Alert Detector Alarm PGS047 Saves Lives #Terremoto #Detector Alarma   http://t.co/8SFwBPD3z5 via @eBay #temblor #napa,Other relevant information
'504282313275211777',Interactive #map of the #Napa #earthquake as tracked via #socialmedia posts http://t.co/UTo5BfADhN #napaquake,Other relevant information
'504282421404000256',Napa rushes to fix quake damage as drought means early harvest - ... http://t.co/JloIyroMHI  #BillPrice #NapaValleyVintners #SanFranciscoBay,Infrastructure and utilities
'504282766112858112',Did cliches help kill newspapers? Or just lack of imagination? #napa #napaquake @sfchronicle @sfexaminer @jmr1944 http://t.co/ItNTqHAA7W,Not related or irrelevant
'504283385800323072',RT @MikeNiccoABC7: Update - "Did You Feel it Map" &amp; how many responses to this morning's numerous #napaquake aftershocks. http://t.co/ggkoQâ€_,Other relevant information
'504284375115370496',Earthquake Warning Systems Exist. But California Won't Pay for One. http://t.co/662RP7CwY8 #UniteBlue,Other relevant information
'504284669052215296',Earthquake rattles California wine country http://t.co/7ajbT2u9cX,Other relevant information
'504285218384011264',"After #earthquake , efforts focus on assessment, cleanup #Napa #Catholic http://t.co/uslxIoUGP6",Other relevant information
'504286461290885120',The @USGS just sent an update on their research of #Napaquake. http://t.co/gdgyNLX29J River valley sediments likely amplified shaking.,Other relevant information
